dt,bat_v,dht_t,dht_h,ref_v,out_v,therm_v,in_v
20251231T193210,6.141,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193211,6.229,  1.0, 86.0,2.542,2.584,3.821,2.569
20251231T193212,6.220,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193213,6.123,  1.0, 86.0,2.542,2.584,3.821,2.569
20251231T193215,6.176,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193216,6.229,  1.0, 86.0,2.542,2.584,3.821,2.569
20251231T193217,6.255,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193218,6.194,  1.0, 86.0,2.542,2.584,3.821,2.569
20251231T193219,6.246,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193220,6.220,  1.0, 86.0,2.542,2.584,3.821,2.569
20251231T193221,6.273,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193222,6.167,  1.0, 86.0,2.542,2.584,3.821,2.569
20251231T193223,6.264,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193225,6.070,  1.0, 86.0,2.542,2.584,3.821,2.569
20251231T193226,6.229,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193227,6.238,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193228,6.264,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193229,6.097,  1.0, 86.0,2.542,2.584,3.821,2.569
20251231T193230,6.290,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193231,6.255,  1.0, 86.0,2.542,2.584,3.821,2.569
20251231T193232,6.123,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193234,6.123,  1.0, 86.0,2.542,2.584,3.821,2.569
20251231T193235,6.273,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193236,6.123,  1.0, 86.0,2.542,2.584,3.821,2.569
20251231T193237,6.211,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193238,6.167,  1.0, 86.0,2.542,2.584,3.821,2.569
20251231T193239,6.238,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193240,6.238,  1.0, 86.0,2.542,2.584,3.821,2.569
20251231T193241,6.246,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193242,6.141,  1.0, 86.0,2.542,2.584,3.821,2.569
20251231T193244,6.211,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193245,6.202,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193246,6.334,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193247,6.246,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193248,6.088,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193249,6.123,  1.0, 86.0,2.542,2.584,3.821,2.569
20251231T193250,6.229,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193251,6.141,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193252,6.132,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193254,6.202,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193255,6.150,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193256,6.264,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193257,6.317,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193258,6.202,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193259,6.088,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193300,6.044,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193301,6.167,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193302,6.211,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193304,6.220,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193305,6.141,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193306,6.185,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193307,6.290,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193308,6.194,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193309,6.132,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193310,6.106,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193311,6.123,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193312,6.114,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193314,6.229,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193315,6.273,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193316,6.097,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193317,6.255,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193318,6.194,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193319,6.229,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193320,6.176,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193321,6.158,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193322,6.220,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193324,6.088,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193325,6.185,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193326,6.299,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193327,6.106,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193328,6.088,  1.0, 86.0,2.502,2.505,3.806,2.505
20251231T193329,6.299,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193330,6.053,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193331,6.123,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193332,6.238,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193334,6.194,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193335,6.053,  1.0, 86.0,2.498,2.500,3.804,2.500
20251231T193336,6.238,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193337,6.194,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193338,6.211,  1.0, 86.0,2.546,2.589,3.828,2.574
20251231T193339,6.176,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193340,6.185,  1.0, 86.0,2.546,2.589,3.833,2.574
20251231T193341,6.211,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193342,6.185,  1.0, 86.0,2.546,2.589,3.833,2.574
20251231T193344,6.097,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193345,6.194,  1.0, 86.0,2.546,2.589,3.833,2.574
20251231T193346,6.097,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193347,6.185,  1.0, 86.0,2.546,2.589,3.833,2.574
20251231T193348,6.238,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193349,6.211,  1.0, 86.0,2.546,2.589,3.833,2.574
20251231T193350,6.132,  1.0, 86.0,2.498,2.500,3.804,2.500
20251231T193351,6.211,  1.0, 86.0,2.546,2.589,3.833,2.574
20251231T193352,6.202,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193354,6.097,  1.0, 86.0,2.546,2.589,3.833,2.574
20251231T193355,6.185,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193356,6.185,  1.0, 86.0,2.546,2.589,3.833,2.574
20251231T193357,6.220,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193358,6.035,  1.0, 86.0,2.546,2.589,3.833,2.574
20251231T193359,6.106,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193400,6.202,  1.0, 86.0,2.546,2.589,3.833,2.574
20251231T193401,6.070,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193403,6.132,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193404,6.202,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193405,6.053,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193406,6.158,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193407,6.150,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193408,6.229,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193409,6.194,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193410,6.141,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193411,6.062,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193413,6.220,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193414,6.202,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193415,6.202,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193416,6.132,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193417,6.238,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193418,6.194,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193419,6.202,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193420,6.220,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193421,6.035,  1.0, 86.0,2.498,2.500,3.809,2.500
20251231T193423,6.106,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193424,6.211,  1.0, 86.0,2.498,2.500,3.809,2.500
20251231T193425,6.035,  1.0, 86.0,2.546,2.589,3.838,2.579
20251231T193426,6.308,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193427,6.141,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193428,6.220,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193429,6.194,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193430,6.238,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193431,6.141,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193433,6.202,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193434,6.167,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193435,6.185,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193436,6.202,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193437,6.106,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193438,6.317,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193439,6.299,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193440,6.264,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193441,6.229,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193443,6.194,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193444,6.070,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193445,6.273,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193446,6.185,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193447,6.238,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193448,6.282,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193449,6.150,  1.0, 86.0,2.546,2.589,3.838,2.579
20251231T193450,6.194,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193451,6.123,  1.0, 86.0,2.546,2.589,3.838,2.579
20251231T193453,6.158,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193454,6.079,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193455,6.255,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193456,6.282,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193457,6.202,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193458,6.141,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193459,6.088,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193500,6.202,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193501,6.070,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193503,6.282,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193504,6.141,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193505,6.194,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193506,6.185,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193507,6.282,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193508,6.079,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193509,6.141,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193510,6.211,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193512,6.202,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193513,6.158,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193514,6.229,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193515,6.229,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193516,6.044,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193517,6.167,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193518,6.167,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193519,6.194,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193520,6.044,  1.0, 86.0,2.546,2.589,3.838,2.579
20251231T193522,6.282,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193523,6.132,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193524,6.176,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193525,6.132,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193526,6.167,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193527,6.185,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193528,6.299,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193529,6.141,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193531,6.290,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193532,6.202,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193533,6.062,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193534,6.273,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193535,6.229,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193536,6.194,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193537,6.132,  1.0, 86.0,2.546,2.589,3.838,2.579
20251231T193538,6.088,  1.0, 86.0,2.502,2.505,3.821,2.505
20251231T193539,6.070,  1.0, 86.0,2.546,2.589,3.838,2.579
20251231T193541,6.123,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193542,6.211,  1.0, 86.0,2.546,2.589,3.838,2.579
20251231T193543,6.246,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193544,6.282,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193545,6.202,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193546,6.114,  1.0, 86.0,2.546,2.589,3.838,2.579
20251231T193547,6.202,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193548,6.246,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193549,6.070,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193551,6.114,  1.0, 86.0,2.546,2.589,3.838,2.579
20251231T193552,6.176,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193553,6.070,  1.0, 86.0,2.546,2.589,3.838,2.579
20251231T193554,6.079,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193555,6.194,  1.0, 86.0,2.546,2.589,3.838,2.579
20251231T193556,6.202,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193557,6.053,  1.0, 86.0,2.546,2.589,3.838,2.579
20251231T193558,6.044,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193559,6.326,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193601,6.158,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193602,6.264,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193603,6.150,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193604,6.290,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193605,6.194,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193606,6.097,  1.0, 86.0,2.546,2.589,3.838,2.579
20251231T193607,6.053,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193608,6.079,  1.0, 86.0,2.546,2.589,3.833,2.574
20251231T193609,6.264,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193611,6.035,  1.0, 86.0,2.546,2.589,3.833,2.579
20251231T193612,6.194,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193613,6.202,  1.0, 86.0,2.546,2.589,3.838,2.579
20251231T193614,6.176,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193615,6.150,  1.0, 86.0,2.546,2.589,3.838,2.579
20251231T193616,6.044,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193617,6.167,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193618,6.053,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193619,6.290,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193621,6.220,  1.0, 86.0,2.502,2.505,3.811,2.505
20251231T193622,6.273,  1.0, 86.0,2.546,2.589,3.838,2.579
20251231T193623,6.229,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193624,6.299,  1.0, 86.0,2.546,2.589,3.838,2.574
20251231T193625,6.220,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193626,6.229,  1.0, 86.0,2.546,2.589,3.838,2.579
20251231T193627,6.035,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193628,6.106,  1.0, 86.0,2.546,2.589,3.838,2.579
20251231T193630,6.167,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193631,6.167,  1.0, 86.0,2.546,2.589,3.838,2.579
20251231T193632,6.167,  1.0, 86.0,2.502,2.505,3.816,2.505
20251231T193633,6.158,  1.0, 86.0,2.546,2.589,3.843,2.579
20251231T193634,6.114,  1.0, 86.0,2.502,2.505,3.821,2.505
20251231T193635,6.088,  1.0, 86.0,2.546,2.589,3.843,2.579
20251231T193636,6.044,  1.0, 86.0,2.502,2.505,3.821,2.505
20251231T193637,6.176,  1.0, 86.0,2.546,2.589,3.843,2.579
20251231T193638,6.185,  1.0, 86.0,2.502,2.505,3.821,2.505
20251231T193640,6.176,  1.0, 86.0,2.546,2.589,3.843,2.579
20251231T193641,6.246,  1.0, 86.0,2.502,2.505,3.821,2.505
20251231T193642,6.150,  1.0, 86.0,2.546,2.589,3.848,2.579
20251231T193643,6.167,  1.0, 86.0,2.502,2.505,3.821,2.505
20251231T193644,6.194,  1.0, 86.0,2.546,2.589,3.848,2.579
20251231T193645,6.211,  1.0, 86.0,2.502,2.505,3.821,2.505
20251231T193646,6.185,  1.0, 86.0,2.546,2.589,3.848,2.579
20251231T193647,6.308,  1.0, 86.0,2.502,2.505,3.826,2.505
20251231T193648,6.194,  1.0, 86.0,2.546,2.589,3.848,2.574
20251231T193650,6.264,  1.0, 86.0,2.502,2.505,3.826,2.505
20251231T193651,6.132,  1.0, 86.0,2.546,2.589,3.848,2.579
20251231T193652,6.229,  1.0, 86.0,2.502,2.505,3.826,2.505
20251231T193653,6.097,  1.0, 86.0,2.546,2.589,3.848,2.579
20251231T193654,6.123,  1.0, 86.0,2.502,2.505,3.826,2.505
20251231T193655,6.211,  1.0, 86.0,2.546,2.589,3.848,2.574
20251231T193656,6.202,  1.0, 86.0,2.502,2.505,3.826,2.505
20251231T193657,6.070,  1.0, 86.0,2.546,2.589,3.848,2.579
20251231T193658,6.202,  1.0, 86.0,2.502,2.505,3.826,2.505
20251231T193700,6.114,  1.0, 86.0,2.546,2.589,3.848,2.579
