dt,bat_v,dht_h,dht_t,ref_v,therm_v,out_v,in_v
20251223T221758,7.751, 19.0, 35.0,2.473,2.977,2.478,2.483
20251223T221800,7.381, 19.0, 35.0,2.473,2.991,2.478,2.483
20251223T221802,7.390, 19.0, 36.0,2.473,3.001,2.478,2.483
20251223T221803,7.487, 19.0, 36.0,2.473,3.016,2.478,2.483
20251223T221805,7.584, 19.0, 37.0,2.473,3.035,2.478,2.483
20251223T221806,7.663, 19.0, 37.0,2.473,3.050,2.478,2.483
20251223T221808,7.504, 19.0, 37.0,2.473,3.065,2.478,2.483
20251223T221810,7.610, 19.0, 37.0,2.473,3.084,2.478,2.483
20251223T221811,7.716, 19.0, 37.0,2.473,3.099,2.478,2.483
20251223T221813,7.628, 19.0, 37.0,2.473,3.118,2.478,2.483
20251223T221814,7.619, 19.0, 37.0,2.473,3.133,2.478,2.483
20251223T221816,7.399, 19.0, 36.0,2.473,3.148,2.478,2.483
20251223T221818,7.478, 19.0, 36.0,2.473,3.162,2.478,2.483
20251223T221819,7.628, 19.0, 36.0,2.473,3.177,2.478,2.483
20251223T221821,7.540, 19.0, 36.0,2.473,3.192,2.478,2.483
20251223T221822,7.575, 19.0, 36.0,2.473,3.201,2.478,2.483
20251223T221824,7.654, 19.0, 35.0,2.478,3.216,2.483,2.483
20251223T221826,7.443, 19.0, 35.0,2.478,3.226,2.483,2.483
20251223T221827,7.584, 19.0, 35.0,2.478,3.240,2.483,2.483
20251223T221829,7.584, 19.0, 35.0,2.478,3.255,2.483,2.483
20251223T221830,7.487, 19.0, 35.0,2.478,3.270,2.483,2.483
20251223T221832,7.698, 19.0, 35.0,2.478,3.280,2.483,2.483
20251223T221834,7.601, 19.0, 35.0,2.478,3.289,2.478,2.483
20251223T221835,7.610, 19.0, 36.0,2.478,3.304,2.478,2.483
20251223T221837,7.460, 19.0, 37.0,2.478,3.314,2.478,2.483
20251223T221838,7.390, 19.0, 37.0,2.473,3.328,2.478,2.483
20251223T221840,7.566, 19.0, 37.0,2.473,3.343,2.478,2.483
20251223T221842,7.557, 19.0, 37.0,2.473,3.358,2.478,2.483
20251223T221843,7.663, 19.0, 38.0,2.473,3.372,2.478,2.483
20251223T221845,7.390, 19.0, 38.0,2.473,3.387,2.478,2.483
20251223T221846,7.522, 19.0, 38.0,2.473,3.407,2.478,2.483
20251223T221848,7.575, 19.0, 37.0,2.473,3.421,2.478,2.483
20251223T221850,7.654, 19.0, 37.0,2.473,3.436,2.478,2.483
20251223T221851,7.619, 19.0, 37.0,2.473,3.446,2.478,2.483
20251223T221853,7.610, 19.0, 37.0,2.473,3.456,2.478,2.478
20251223T221854,7.584, 19.0, 37.0,2.473,3.470,2.473,2.483
20251223T221856,7.733, 19.0, 37.0,2.473,3.480,2.478,2.478
20251223T221858,7.768, 19.0, 36.0,2.473,3.490,2.473,2.478
20251223T221859,7.390, 19.0, 36.0,2.473,3.500,2.473,2.478
20251223T221901,7.364, 19.0, 36.0,2.473,3.514,2.478,2.483
20251223T221902,7.672, 19.0, 36.0,2.473,3.524,2.478,2.483
20251223T221904,7.434, 19.0, 36.0,2.478,3.539,2.483,2.483
20251223T221906,7.663, 19.0, 36.0,2.473,3.548,2.478,2.483
20251223T221907,7.496, 19.0, 36.0,2.473,3.553,2.478,2.483
20251223T221909,7.381, 19.0, 37.0,2.473,3.563,2.478,2.483
20251223T221910,7.372, 19.0, 37.0,2.473,3.568,2.478,2.483
20251223T221912,7.557, 19.0, 37.0,2.473,3.578,2.478,2.483
20251223T221914,7.636, 19.0, 37.0,2.473,3.587,2.478,2.483
20251223T221915,7.628, 19.0, 37.0,2.473,3.597,2.478,2.478
20251223T221917,7.610, 19.0, 36.0,2.473,3.607,2.478,2.478
20251223T221918,7.619, 19.0, 36.0,2.473,3.617,2.473,2.483
20251223T221920,7.487, 19.0, 36.0,2.473,3.627,2.478,2.483
20251223T221922,7.619, 19.0, 36.0,2.473,3.636,2.478,2.478
20251223T221923,7.601, 19.0, 36.0,2.473,3.646,2.478,2.483
20251223T221925,7.645, 19.0, 36.0,2.473,3.656,2.478,2.478
20251223T221926,7.522, 19.0, 36.0,2.473,3.666,2.478,2.483
20251223T221928,7.592, 19.0, 36.0,2.473,3.675,2.478,2.483
20251223T221930,7.540, 19.0, 36.0,2.473,3.680,2.473,2.478
20251223T221931,7.636, 19.0, 36.0,2.473,3.690,2.478,2.478
20251223T221933,7.513, 19.0, 36.0,2.473,3.695,2.478,2.478
20251223T221935,7.654, 19.0, 36.0,2.473,3.705,2.473,2.478
20251223T221936,7.381, 19.0, 35.0,2.473,3.710,2.478,2.478
20251223T221938,7.557, 19.0, 35.0,2.473,3.715,2.478,2.478
20251223T221939,7.496, 19.0, 35.0,2.473,3.724,2.473,2.478
20251223T221941,7.663, 19.0, 35.0,2.473,3.729,2.478,2.483
20251223T221943,7.698, 19.0, 35.0,2.473,3.739,2.478,2.478
20251223T221944,7.381, 19.0, 35.0,2.468,3.744,2.473,2.478
20251223T221946,7.548, 19.0, 35.0,2.468,3.749,2.473,2.478
20251223T221947,7.425, 19.0, 35.0,2.468,3.759,2.473,2.478
20251223T221949,7.636, 19.0, 35.0,2.468,3.763,2.478,2.478
20251223T221951,7.584, 19.0, 35.0,2.468,3.773,2.473,2.478
20251223T221952,7.592, 19.0, 36.0,2.468,3.778,2.473,2.478
20251223T221954,7.478, 19.0, 36.0,2.468,3.783,2.473,2.478
20251223T221955,7.460, 19.0, 36.0,2.468,3.788,2.473,2.483
20251223T221957,7.680, 19.0, 36.0,2.468,3.798,2.473,2.483
20251223T221959,7.355, 19.0, 36.0,2.468,3.803,2.473,2.478
20251223T222000,7.575, 19.0, 36.0,2.468,3.807,2.473,2.478
20251223T222002,7.408, 19.0, 36.0,2.468,3.817,2.473,2.478
20251223T222003,7.355, 19.0, 35.0,2.468,3.822,2.473,2.478
20251223T222005,7.698, 19.0, 35.0,2.468,3.827,2.473,2.478
20251223T222007,7.531, 19.0, 36.0,2.493,3.837,2.493,2.498
20251223T222008,7.346, 19.0, 37.0,2.473,3.837,2.478,2.483
20251223T222010,7.548, 19.0, 38.0,2.473,3.842,2.478,2.483
20251223T222011,7.716, 19.0, 38.0,2.473,3.847,2.478,2.483
20251223T222013,7.504, 19.0, 38.0,2.473,3.851,2.478,2.483
20251223T222015,7.355, 19.0, 38.0,2.473,3.851,2.473,2.478
20251223T222016,7.601, 19.0, 38.0,2.468,3.856,2.473,2.478
20251223T222018,7.557, 19.0, 37.0,2.468,3.861,2.473,2.478
20251223T222019,7.601, 19.0, 37.0,2.473,3.866,2.478,2.478
20251223T222021,7.645, 19.0, 37.0,2.473,3.871,2.473,2.483
20251223T222023,7.425, 19.0, 37.0,2.473,3.876,2.473,2.478
20251223T222024,7.504, 19.0, 36.0,2.473,3.876,2.473,2.478
20251223T222026,7.364, 19.0, 36.0,2.473,3.881,2.473,2.478
20251223T222027,7.425, 19.0, 36.0,2.473,3.886,2.473,2.478
20251223T222029,7.425, 19.0, 35.0,2.468,3.891,2.473,2.478
20251223T222031,7.452, 19.0, 35.0,2.488,3.900,2.488,2.493
20251223T222032,7.531, 19.0, 35.0,2.483,3.900,2.488,2.488
20251223T222034,7.645, 19.0, 36.0,2.488,3.905,2.488,2.493
20251223T222035,7.364, 19.0, 36.0,2.488,3.910,2.488,2.493
20251223T222037,7.478, 19.0, 37.0,2.478,3.905,2.478,2.483
20251223T222039,7.460, 19.0, 38.0,2.483,3.915,2.483,2.488
20251223T222040,7.513, 19.0, 39.0,2.473,3.915,2.478,2.483
20251223T222042,7.460, 19.0, 38.0,2.473,3.915,2.478,2.483
20251223T222043,7.443, 19.0, 38.0,2.483,3.925,2.483,2.488
20251223T222045,7.557, 19.0, 38.0,2.478,3.925,2.483,2.488
20251223T222047,7.408, 19.0, 38.0,2.478,3.930,2.483,2.488
20251223T222048,7.636, 19.0, 37.0,2.478,3.935,2.483,2.488
20251223T222050,7.487, 19.0, 37.0,2.478,3.935,2.483,2.488
20251223T222051,7.496, 19.0, 37.0,2.478,3.939,2.483,2.488
20251223T222053,7.628, 19.0, 37.0,2.478,3.944,2.483,2.488
20251223T222055,7.575, 19.0, 36.0,2.478,3.944,2.483,2.483
20251223T222056,7.434, 19.0, 36.0,2.478,3.949,2.483,2.483
20251223T222058,7.689, 19.0, 36.0,2.478,3.954,2.483,2.483
20251223T222059,7.601, 19.0, 36.0,2.478,3.954,2.483,2.488
20251223T222101,7.548, 19.0, 36.0,2.478,3.954,2.483,2.483
20251223T222103,7.346, 19.0, 35.0,2.478,3.959,2.483,2.483
20251223T222104,7.601, 19.0, 35.0,2.478,3.959,2.483,2.483
20251223T222106,7.399, 19.0, 35.0,2.478,3.964,2.483,2.483
20251223T222107,7.504, 19.0, 35.0,2.478,3.964,2.483,2.483
20251223T222109,7.575, 19.0, 35.0,2.478,3.969,2.483,2.483
20251223T222111,7.566, 19.0, 34.0,2.478,3.974,2.483,2.483
20251223T222112,7.584, 19.0, 34.0,2.478,3.974,2.483,2.483
20251223T222114,7.557, 19.0, 34.0,2.478,3.978,2.483,2.483
20251223T222115,7.601, 19.0, 34.0,2.478,3.983,2.483,2.483
20251223T222117,7.698, 19.0, 34.0,2.478,3.983,2.478,2.488
20251223T222119,7.364, 19.0, 34.0,2.478,3.983,2.483,2.483
20251223T222120,7.452, 19.0, 34.0,2.478,3.988,2.478,2.483
20251223T222122,7.610, 19.0, 34.0,2.478,3.988,2.483,2.483
20251223T222123,7.390, 19.0, 34.0,2.478,3.993,2.478,2.483
20251223T222125,7.601, 19.0, 34.0,2.478,3.998,2.478,2.483
20251223T222127,7.504, 19.0, 34.0,2.478,3.998,2.478,2.483
20251223T222128,7.460, 19.0, 34.0,2.478,4.003,2.478,2.483
20251223T222130,7.487, 19.0, 34.0,2.478,4.003,2.478,2.483
20251223T222131,7.460, 19.0, 34.0,2.478,4.008,2.483,2.483
20251223T222133,7.460, 19.0, 34.0,2.478,4.008,2.478,2.483
20251223T222135,7.610, 19.0, 34.0,2.478,4.008,2.478,2.483
20251223T222136,7.443, 19.0, 34.0,2.478,4.013,2.478,2.483
20251223T222138,7.619, 19.0, 34.0,2.478,4.013,2.478,2.483
20251223T222139,7.320, 19.0, 34.0,2.478,4.018,2.478,2.483
20251223T222141,7.619, 19.0, 34.0,2.478,4.018,2.478,2.483
20251223T222143,7.584, 19.0, 34.0,2.478,4.018,2.478,2.483
20251223T222144,7.460, 19.0, 34.0,2.478,4.022,2.478,2.483
20251223T222146,7.496, 19.0, 34.0,2.478,4.022,2.478,2.483
20251223T222147,7.390, 19.0, 34.0,2.478,4.027,2.478,2.483
20251223T222149,7.346, 19.0, 35.0,2.478,4.027,2.478,2.483
20251223T222151,7.522, 19.0, 36.0,2.478,4.027,2.483,2.483
20251223T222152,7.592, 19.0, 36.0,2.478,4.032,2.478,2.483
20251223T222154,7.460, 19.0, 36.0,2.478,4.032,2.478,2.483
20251223T222155,7.460, 19.0, 35.0,2.478,4.032,2.478,2.483
20251223T222157,7.328, 19.0, 35.0,2.478,4.037,2.478,2.483
20251223T222159,7.689, 19.0, 35.0,2.478,4.037,2.478,2.483
20251223T222200,7.601, 19.0, 35.0,2.478,4.042,2.478,2.483
20251223T222202,7.364, 19.0, 35.0,2.478,4.042,2.478,2.483
20251223T222203,7.522, 19.0, 35.0,2.478,4.042,2.478,2.483
20251223T222205,7.302, 19.0, 35.0,2.478,4.047,2.478,2.483
20251223T222207,7.293, 19.0, 34.0,2.478,4.047,2.478,2.483
20251223T222208,7.460, 19.0, 34.0,2.478,4.047,2.478,2.483
20251223T222210,7.372, 19.0, 34.0,2.478,4.047,2.478,2.483
20251223T222211,7.460, 19.0, 34.0,2.478,4.052,2.478,2.483
20251223T222213,7.443, 19.0, 34.0,2.473,4.052,2.478,2.483
20251223T222215,7.592, 19.0, 34.0,2.478,4.052,2.478,2.483
20251223T222216,7.592, 19.0, 34.0,2.478,4.057,2.478,2.483
20251223T222218,7.557, 19.0, 34.0,2.478,4.057,2.478,2.483
20251223T222219,7.408, 19.0, 33.0,2.473,4.057,2.478,2.483
20251223T222221,7.408, 19.0, 33.0,2.478,4.057,2.478,2.483
20251223T222223,7.592, 19.0, 33.0,2.473,4.062,2.478,2.483
20251223T222224,7.452, 19.0, 33.0,2.473,4.062,2.478,2.483
20251223T222226,7.346, 19.0, 33.0,2.473,4.062,2.478,2.483
20251223T222227,7.364, 19.0, 33.0,2.473,4.066,2.478,2.483
20251223T222229,7.478, 19.0, 33.0,2.473,4.066,2.478,2.483
20251223T222231,7.566, 19.0, 33.0,2.473,4.066,2.478,2.483
20251223T222232,7.416, 20.0, 33.0,2.473,4.066,2.478,2.483
20251223T222234,7.680, 20.0, 33.0,2.473,4.071,2.478,2.483
20251223T222235,7.513, 20.0, 33.0,2.473,4.071,2.478,2.483
20251223T222237,7.566, 20.0, 33.0,2.473,4.071,2.478,2.483
20251223T222239,7.531, 20.0, 33.0,2.473,4.076,2.478,2.483
20251223T222240,7.610, 20.0, 33.0,2.473,4.076,2.478,2.483
20251223T222242,7.575, 20.0, 33.0,2.473,4.076,2.478,2.483
20251223T222243,7.566, 20.0, 33.0,2.473,4.076,2.478,2.483
20251223T222245,7.434, 20.0, 32.0,2.473,4.076,2.478,2.483
20251223T222247,7.663, 20.0, 32.0,2.473,4.081,2.478,2.483
20251223T222248,7.434, 20.0, 32.0,2.473,4.081,2.478,2.483
20251223T222250,7.654, 20.0, 32.0,2.473,4.081,2.478,2.483
20251223T222251,7.645, 20.0, 32.0,2.473,4.081,2.478,2.483
20251223T222253,7.487, 20.0, 32.0,2.473,4.081,2.478,2.483
20251223T222255,7.575, 20.0, 32.0,2.473,4.086,2.478,2.483
20251223T222256,7.601, 20.0, 32.0,2.473,4.086,2.478,2.483
20251223T222258,7.689, 20.0, 32.0,2.473,4.086,2.478,2.483
20251223T222259,7.284, 20.0, 32.0,2.473,4.086,2.478,2.483
20251223T222301,7.592, 20.0, 32.0,2.473,4.086,2.478,2.483
20251223T222303,7.293, 20.0, 32.0,2.473,4.091,2.478,2.483
20251223T222304,7.425, 20.0, 32.0,2.473,4.091,2.478,2.483
20251223T222306,7.452, 20.0, 32.0,2.473,4.091,2.478,2.483
20251223T222307,7.584, 20.0, 32.0,2.473,4.091,2.478,2.483
20251223T222309,7.452, 20.0, 32.0,2.473,4.091,2.478,2.483
20251223T222311,7.416, 20.0, 32.0,2.473,4.091,2.478,2.483
20251223T222312,7.584, 20.0, 32.0,2.473,4.091,2.478,2.483
20251223T222314,7.566, 20.0, 32.0,2.473,4.096,2.478,2.483
20251223T222315,7.408, 20.0, 32.0,2.473,4.096,2.478,2.483
20251223T222317,7.548, 20.0, 32.0,2.473,4.096,2.478,2.483
20251223T222319,7.416, 20.0, 31.0,2.473,4.096,2.478,2.483
20251223T222320,7.355, 20.0, 32.0,2.473,4.101,2.478,2.483
20251223T222322,7.460, 20.0, 31.0,2.473,4.101,2.478,2.483
20251223T222323,7.522, 20.0, 31.0,2.473,4.101,2.478,2.483
20251223T222325,7.381, 20.0, 31.0,2.473,4.101,2.478,2.483
20251223T222327,7.689, 20.0, 31.0,2.473,4.101,2.478,2.483
20251223T222328,7.381, 20.0, 31.0,2.473,4.101,2.478,2.483
20251223T222330,7.557, 20.0, 31.0,2.473,4.101,2.478,2.483
20251223T222331,7.575, 20.0, 31.0,2.473,4.101,2.478,2.483
20251223T222333,7.531, 20.0, 31.0,2.473,4.106,2.478,2.483
20251223T222335,7.381, 20.0, 31.0,2.473,4.106,2.478,2.483
20251223T222336,7.355, 20.0, 31.0,2.473,4.106,2.478,2.483
20251223T222338,7.575, 20.0, 31.0,2.473,4.106,2.478,2.483
20251223T222339,7.487, 20.0, 31.0,2.473,4.106,2.478,2.483
20251223T222341,7.478, 20.0, 31.0,2.473,4.106,2.478,2.483
20251223T222343,7.364, 20.0, 31.0,2.473,4.106,2.478,2.483
20251223T222344,7.434, 20.0, 31.0,2.473,4.106,2.478,2.483
20251223T222346,7.320, 20.0, 31.0,2.473,4.106,2.478,2.483
20251223T222347,7.557, 20.0, 31.0,2.473,4.110,2.478,2.483
20251223T222349,7.513, 20.0, 31.0,2.473,4.110,2.478,2.483
20251223T222351,7.592, 20.0, 31.0,2.473,4.110,2.478,2.483
20251223T222352,7.267, 20.0, 31.0,2.473,4.110,2.478,2.483
20251223T222354,7.487, 20.0, 31.0,2.473,4.110,2.478,2.483
20251223T222355,7.346, 20.0, 31.0,2.473,4.110,2.478,2.483
20251223T222357,7.531, 20.0, 31.0,2.473,4.110,2.478,2.483
20251223T222359,7.592, 20.0, 31.0,2.473,4.110,2.478,2.483
20251223T222400,7.672, 20.0, 31.0,2.473,4.115,2.478,2.483
20251223T222402,7.469, 20.0, 31.0,2.473,4.115,2.478,2.483
20251223T222403,7.390, 20.0, 31.0,2.473,4.115,2.478,2.483
20251223T222405,7.469, 20.0, 31.0,2.473,4.115,2.478,2.483
20251223T222407,7.487, 20.0, 31.0,2.473,4.115,2.478,2.483
20251223T222408,7.531, 20.0, 31.0,2.473,4.115,2.478,2.483
20251223T222410,7.452, 20.0, 31.0,2.473,4.115,2.478,2.483
20251223T222411,7.540, 20.0, 31.0,2.473,4.115,2.478,2.483
20251223T222413,7.434, 20.0, 31.0,2.473,4.115,2.478,2.483
20251223T222415,7.557, 20.0, 30.0,2.473,4.115,2.478,2.483
20251223T222416,7.566, 20.0, 30.0,2.473,4.115,2.478,2.483
20251223T222418,7.452, 20.0, 31.0,2.473,4.120,2.478,2.483
20251223T222420,7.610, 20.0, 30.0,2.473,4.120,2.478,2.483
20251223T222421,7.478, 20.0, 30.0,2.473,4.120,2.478,2.483
20251223T222423,7.575, 21.0, 31.0,2.473,4.120,2.478,2.483
20251223T222424,7.460, 21.0, 31.0,2.473,4.120,2.478,2.483
20251223T222426,7.566, 21.0, 31.0,2.473,4.120,2.478,2.483
20251223T222428,7.408, 21.0, 31.0,2.473,4.120,2.478,2.483
20251223T222429,7.284, 21.0, 31.0,2.473,4.120,2.478,2.483
20251223T222431,7.372, 21.0, 32.0,2.473,4.120,2.478,2.483
20251223T222432,7.654, 21.0, 32.0,2.473,4.120,2.478,2.483
20251223T222434,7.443, 21.0, 31.0,2.473,4.120,2.478,2.483
20251223T222436,7.504, 21.0, 31.0,2.473,4.120,2.478,2.483
20251223T222437,7.460, 21.0, 31.0,2.473,4.120,2.478,2.483
20251223T222439,7.540, 21.0, 31.0,2.473,4.120,2.478,2.483
20251223T222440,7.504, 21.0, 31.0,2.473,4.120,2.478,2.483
20251223T222442,7.276, 21.0, 31.0,2.473,4.120,2.478,2.483
20251223T222444,7.452, 21.0, 31.0,2.473,4.120,2.478,2.483
20251223T222445,7.469, 21.0, 31.0,2.473,4.120,2.478,2.483
20251223T222447,7.355, 21.0, 32.0,2.473,4.120,2.478,2.483
20251223T222448,7.372, 21.0, 32.0,2.473,4.125,2.478,2.483
20251223T222450,7.469, 21.0, 32.0,2.473,4.120,2.478,2.483
20251223T222452,7.390, 21.0, 32.0,2.473,4.125,2.478,2.483
20251223T222453,7.645, 21.0, 32.0,2.473,4.125,2.478,2.483
20251223T222455,7.478, 21.0, 31.0,2.473,4.125,2.478,2.483
20251223T222456,7.496, 21.0, 31.0,2.473,4.125,2.478,2.483
20251223T222458,7.478, 21.0, 31.0,2.473,4.125,2.478,2.483
20251223T222500,7.267, 21.0, 31.0,2.473,4.125,2.478,2.483
20251223T222501,7.249, 21.0, 31.0,2.473,4.125,2.478,2.483
20251223T222503,7.540, 21.0, 31.0,2.473,4.125,2.478,2.483
20251223T222504,7.531, 21.0, 31.0,2.473,4.125,2.478,2.483
20251223T222506,7.284, 21.0, 31.0,2.473,4.125,2.478,2.483
20251223T222508,7.469, 21.0, 31.0,2.473,4.125,2.478,2.483
20251223T222509,7.654, 21.0, 31.0,2.473,4.130,2.478,2.483
20251223T222511,7.522, 21.0, 31.0,2.473,4.130,2.478,2.483
20251223T222512,7.469, 21.0, 31.0,2.473,4.130,2.478,2.483
20251223T222514,7.416, 21.0, 31.0,2.473,4.130,2.478,2.483
20251223T222516,7.443, 21.0, 30.0,2.473,4.130,2.478,2.483
20251223T222517,7.372, 21.0, 30.0,2.473,4.130,2.478,2.483
20251223T222519,7.460, 21.0, 31.0,2.473,4.130,2.478,2.483
20251223T222520,7.408, 21.0, 30.0,2.473,4.130,2.478,2.483
20251223T222522,7.487, 21.0, 30.0,2.473,4.130,2.478,2.483
20251223T222524,7.399, 21.0, 30.0,2.473,4.130,2.478,2.483
20251223T222525,7.328, 21.0, 30.0,2.473,4.130,2.478,2.483
20251223T222527,7.496, 21.0, 30.0,2.473,4.135,2.478,2.483
20251223T222528,7.601, 21.0, 30.0,2.473,4.135,2.478,2.483
20251223T222530,7.531, 21.0, 30.0,2.473,4.135,2.478,2.483
20251223T222532,7.364, 21.0, 30.0,2.473,4.135,2.478,2.483
20251223T222533,7.575, 21.0, 30.0,2.473,4.135,2.478,2.483
20251223T222535,7.487, 21.0, 30.0,2.473,4.135,2.478,2.478
20251223T222536,7.504, 21.0, 30.0,2.473,4.135,2.478,2.483
20251223T222538,7.355, 21.0, 30.0,2.473,4.135,2.478,2.483
20251223T222540,7.267, 21.0, 30.0,2.473,4.135,2.478,2.483
20251223T222541,7.496, 21.0, 30.0,2.473,4.135,2.478,2.483
20251223T222543,7.531, 21.0, 30.0,2.473,4.135,2.478,2.483
20251223T222544,7.566, 21.0, 30.0,2.473,4.135,2.478,2.483
20251223T222546,7.337, 21.0, 30.0,2.473,4.135,2.478,2.483
20251223T222548,7.399, 21.0, 30.0,2.473,4.135,2.478,2.483
20251223T222549,7.399, 21.0, 30.0,2.473,4.135,2.478,2.483
20251223T222551,7.522, 21.0, 30.0,2.473,4.135,2.478,2.483
20251223T222552,7.434, 21.0, 30.0,2.473,4.135,2.478,2.483
20251223T222554,7.267, 21.0, 30.0,2.473,4.135,2.478,2.483
20251223T222556,7.425, 21.0, 30.0,2.473,4.135,2.478,2.483
20251223T222557,7.557, 21.0, 30.0,2.473,4.135,2.478,2.483
20251223T222559,7.381, 21.0, 30.0,2.473,4.135,2.478,2.478
20251223T222600,7.337, 21.0, 30.0,2.473,4.135,2.478,2.483
20251223T222602,7.434, 21.0, 30.0,2.473,4.135,2.478,2.483
20251223T222604,7.390, 21.0, 30.0,2.473,4.135,2.478,2.483
20251223T222605,7.416, 21.0, 30.0,2.473,4.140,2.478,2.483
20251223T222607,7.381, 21.0, 30.0,2.473,4.135,2.478,2.483
20251223T222609,7.478, 21.0, 30.0,2.473,4.140,2.478,2.483
20251223T222610,7.284, 21.0, 29.0,2.473,4.140,2.478,2.483
20251223T222612,7.619, 21.0, 29.0,2.473,4.140,2.478,2.483
20251223T222613,7.531, 21.0, 29.0,2.473,4.140,2.478,2.483
20251223T222615,7.557, 21.0, 30.0,2.473,4.140,2.478,2.483
20251223T222617,7.293, 21.0, 30.0,2.473,4.140,2.478,2.483
20251223T222618,7.399, 21.0, 30.0,2.473,4.140,2.478,2.483
20251223T222620,7.355, 21.0, 30.0,2.473,4.140,2.478,2.483
20251223T222621,7.328, 21.0, 30.0,2.473,4.140,2.478,2.483
20251223T222623,7.531, 21.0, 30.0,2.473,4.140,2.478,2.483
20251223T222625,7.390, 21.0, 30.0,2.473,4.140,2.478,2.483
20251223T222626,7.540, 21.0, 30.0,2.473,4.140,2.478,2.483
20251223T222628,7.372, 21.0, 30.0,2.473,4.140,2.478,2.483
20251223T222629,7.346, 21.0, 30.0,2.473,4.140,2.478,2.483
20251223T222631,7.452, 21.0, 30.0,2.473,4.140,2.478,2.483
20251223T222633,7.337, 21.0, 30.0,2.473,4.140,2.478,2.483
20251223T222634,7.601, 21.0, 30.0,2.473,4.140,2.478,2.483
20251223T222636,7.328, 21.0, 30.0,2.473,4.140,2.478,2.483
20251223T222637,7.540, 21.0, 30.0,2.473,4.140,2.478,2.478
20251223T222639,7.548, 21.0, 30.0,2.473,4.140,2.473,2.483
20251223T222641,7.346, 21.0, 30.0,2.473,4.145,2.478,2.483
20251223T222642,7.416, 21.0, 30.0,2.473,4.140,2.478,2.478
20251223T222644,7.408, 21.0, 30.0,2.473,4.145,2.478,2.483
20251223T222645,7.513, 21.0, 30.0,2.473,4.145,2.478,2.478
20251223T222647,7.548, 21.0, 30.0,2.473,4.145,2.473,2.483
20251223T222649,7.540, 21.0, 30.0,2.473,4.145,2.473,2.483
20251223T222650,7.584, 21.0, 30.0,2.473,4.145,2.478,2.483
20251223T222652,7.478, 21.0, 30.0,2.473,4.145,2.473,2.478
20251223T222653,7.469, 21.0, 30.0,2.473,4.145,2.473,2.483
20251223T222655,7.504, 21.0, 30.0,2.473,4.145,2.473,2.483
20251223T222657,7.425, 21.0, 30.0,2.473,4.145,2.478,2.483
20251223T222658,7.399, 21.0, 30.0,2.473,4.145,2.478,2.483
20251223T222700,7.628, 21.0, 30.0,2.473,4.145,2.473,2.483
20251223T222701,7.416, 21.0, 30.0,2.473,4.145,2.473,2.483
20251223T222703,7.320, 21.0, 30.0,2.473,4.145,2.473,2.478
20251223T222705,7.320, 21.0, 30.0,2.473,4.145,2.473,2.478
20251223T222706,7.302, 21.0, 30.0,2.473,4.145,2.473,2.478
20251223T222708,7.320, 21.0, 30.0,2.473,4.145,2.473,2.483
20251223T222709,7.276, 21.0, 30.0,2.473,4.145,2.473,2.483
20251223T222711,7.557, 21.0, 30.0,2.473,4.145,2.478,2.478
20251223T222713,7.478, 21.0, 30.0,2.473,4.145,2.473,2.483
20251223T222714,7.372, 21.0, 30.0,2.473,4.145,2.473,2.483
20251223T222716,7.460, 21.0, 30.0,2.473,4.145,2.473,2.483
20251223T222717,7.372, 21.0, 30.0,2.468,4.145,2.473,2.478
20251223T222719,7.513, 21.0, 30.0,2.468,4.150,2.473,2.483
20251223T222721,7.416, 21.0, 30.0,2.468,4.150,2.473,2.478
20251223T222722,7.434, 21.0, 30.0,2.468,4.150,2.473,2.483
20251223T222724,7.434, 21.0, 30.0,2.473,4.150,2.473,2.478
20251223T222725,7.355, 21.0, 30.0,2.468,4.150,2.478,2.478
20251223T222727,7.276, 21.0, 30.0,2.468,4.150,2.473,2.483
20251223T222729,7.267, 21.0, 30.0,2.468,4.145,2.473,2.478
20251223T222730,7.513, 21.0, 30.0,2.468,4.150,2.473,2.478
20251223T222732,7.232, 21.0, 30.0,2.468,4.150,2.473,2.478
20251223T222733,7.355, 21.0, 30.0,2.468,4.150,2.473,2.478
20251223T222735,7.540, 21.0, 30.0,2.468,4.150,2.473,2.478
20251223T222737,7.619, 21.0, 31.0,2.468,4.150,2.473,2.478
20251223T222738,7.531, 21.0, 31.0,2.468,4.150,2.473,2.478
20251223T222740,7.302, 21.0, 31.0,2.468,4.150,2.473,2.478
20251223T222741,7.434, 20.0, 30.0,2.468,4.150,2.473,2.483
20251223T222743,7.522, 20.0, 30.0,2.468,4.150,2.473,2.478
20251223T222745,7.610, 20.0, 30.0,2.468,4.150,2.473,2.483
20251223T222746,7.434, 20.0, 31.0,2.468,4.150,2.473,2.483
20251223T222748,7.496, 20.0, 31.0,2.468,4.150,2.473,2.483
20251223T222749,7.346, 20.0, 31.0,2.468,4.150,2.473,2.478
20251223T222751,7.390, 20.0, 31.0,2.468,4.150,2.473,2.478
20251223T222753,7.575, 20.0, 30.0,2.468,4.150,2.473,2.483
20251223T222754,7.460, 20.0, 30.0,2.468,4.150,2.473,2.483
20251223T222756,7.487, 20.0, 31.0,2.468,4.150,2.473,2.478
20251223T222757,7.390, 20.0, 31.0,2.468,4.150,2.473,2.478
20251223T222759,7.355, 20.0, 31.0,2.468,4.150,2.473,2.478
20251223T222801,7.443, 20.0, 31.0,2.468,4.150,2.473,2.478
